partida_id;rodata;clube;atleta;minuto;tipo_de_gol
6585;8;Goias;Jefferson;78;Gol Normal
6585;8;Goias;Kayke Moreno;37;Penalty
6585;8;Chapecoense;Rafael Pereira dos Santos;45;Gol Normal
6585;8;Goias;Kayke Moreno;90+2;Penalty
6586;9;Gremio;Jean Pyerre;81;Gol Normal
6587;9;Fortaleza;André Luis;3;Gol Normal
6587;9;Fortaleza;André Luis;45+2;Gol Normal
6587;9;Cruzeiro;Luiz Ricardo Alves;11;Gol Normal
6588;9;Internacional;Rafael Sóbis;61;Gol Normal
6588;9;Internacional;Andrés D'Alessandro;81;Gol Normal
6588;9;Bahia;José Fernando Viana de Santana;78;Gol Normal
6588;9;Internacional;Rodrigo Lindoso;18;Gol Normal
6589;9;Flamengo;Gabriel Barbosa;77;Gol Normal
6589;9;Flamengo;Victor Vinícius Coelho Santos;65;Gol Normal
6590;9;Santos;Eduardo Sasha;59;Gol Normal
6595;9;Athletico-PR;Rafael Vaz;90+2;Gol Contra
6595;9;Goias;Kayke Moreno;6;Gol Normal
6595;9;Goias;Leandro Barcia Montero;32;Gol Normal
6591;9;Vasco;Danilo Barcelos;80;Gol Normal
6592;9;Chapecoense;Everaldo Stum;3;Gol Normal
6592;9;Fluminense;Paulo Henrique Ganso;59;Penalty
6593;9;Palmeiras;Deyverson;32;Gol Normal
6593;9;Palmeiras;Bruno Henrique Corsini;66;Gol Normal
6594;9;Atletico-MG;Alerrandro Barra Mansa Realino de Souza;44;Gol Normal
6594;9;Sao Paulo;Alexandre Pato;73;Gol Normal
6597;10;Fortaleza;Wellington Paulista;43;Gol Normal
6597;10;Fortaleza;Wellington Paulista;67;Gol Normal
6596;10;Vasco;Yago Pikachu;15;Penalty
6596;10;Gremio;Pepê;61;Gol Normal
6596;10;Gremio;Pepê;86;Gol Normal
6598;10;Santos;Carlos Andrés Sánchez;87;Gol Normal
6599;10;Palmeiras;Eduardo Pereira Rodrigues;71;Gol Normal
6599;10;Sao Paulo;Pablo Felipe Teixeira;10;Gol Normal
6600;10;Flamengo;Bruno Henrique;44;Gol Normal
6600;10;Flamengo;Giorgian De Arrascaeta;6;Gol Normal
6600;10;Flamengo;Gabriel Barbosa;56;Gol Normal
6600;10;Flamengo;Giorgian De Arrascaeta;45+1;Gol Normal
6600;10;Flamengo;Gabriel Barbosa;81;Gol Normal
6600;10;Flamengo;Giorgian De Arrascaeta;45+5;Gol Normal
6600;10;Goias;Kayke Moreno;12;Gol Normal
6602;10;Athletico-PR;Vitor Hugo Naum dos Santos;89;Gol Normal
6601;10;Corinthians;Vágner Love;78;Gol Normal
6604;10;Atletico-MG;Vinícius;90+9;Gol Normal
6604;10;Chapecoense;Everaldo Stum;1;Gol Normal
6604;10;Atletico-MG;Iago Maidana;80;Gol Normal
6605;10;Fluminense;Pedro;41;Gol Normal
6605;10;Ceara;Tiago dos Santos Alves;45+4;Gol Normal
6606;11;Vasco;Bruno César;76;Gol Normal
6606;11;Fluminense;Pedro;45+2;Gol Normal
6606;11;Vasco;Leandro Castán;67;Gol Normal
6609;11;Athletico-PR;Madson;41;Gol Normal
6609;11;Athletico-PR;Thonny Anderson;60;Gol Normal
6609;11;Athletico-PR;Léo Cittadini;86;Gol Normal
6609;11;Athletico-PR;Braian Romero;90+3;Gol Normal
6610;11;Gremio;Luan Guilherme de Jesus Vieira;71;Gol Normal
6610;11;Internacional;Paulo Miranda;22;Gol Contra
6608;11;Ceara;Mateus Gonçalves Martins;32;Gol Normal
6608;11;Ceara;Leandro Carvalho;72;Gol Normal
6611;11;Santos;Mário Sérgio Santos Costa;75;Gol Normal
6613;11;Flamengo;Gabriel Barbosa;85;Gol Normal
6613;11;Corinthians;Clayson Henrique da Silva Vieira;62;Penalty
6612;11;Atletico-MG;Juan Cazares;14;Penalty
6612;11;Fortaleza;Carlos Emiliano Pereira;65;Gol Normal
6612;11;Atletico-MG;Paulo Roberto Valoura Junior;7;Gol Contra
6612;11;Fortaleza;Paulo Roberto Valoura Junior;72;Penalty
6615;11;Sao Paulo;Antony Matheus dos Santos;49;Gol Normal
6615;11;Sao Paulo;Jonas Toró;53;Gol Normal
6615;11;Sao Paulo;Raniel;56;Gol Normal
6615;11;Sao Paulo;Vitor Bueno;90+1;Gol Normal
6617;12;Athletico-PR;Bruno Guimarães;77;Gol Normal
6617;12;Athletico-PR;Jonathan Cícero Moreira;30;Penalty
6616;12;Vasco;Marrony;3;Gol Normal
6616;12;Palmeiras;Gustavo Scarpa;15;Penalty
6619;12;Internacional;Martín Sarrafiore;39;Gol Normal
6618;12;Fluminense;Yony González;36;Gol Normal
6618;12;Sao Paulo;Reinaldo Manoel da Silva;90+7;Penalty
6618;12;Sao Paulo;Reinaldo Manoel da Silva;20;Gol Normal
6621;12;Botafogo-RJ;Cícero Santos;14;Gol Normal
6621;12;Flamengo;Gerson Santos da Silva;35;Gol Normal
6621;12;Botafogo-RJ;Diego Souza;67;Gol Normal
6621;12;Flamengo;Gabriel Barbosa;54;Gol Normal
6621;12;Flamengo;Bruno Henrique;74;Gol Normal
6622;12;Santos;Felipe Jonatan;78;Gol Normal
6622;12;Avai;João Paulo;28;Gol Normal
6622;12;Santos;Derlis González;9;Gol Normal
6622;12;Santos;Carlos Andrés Sánchez;33;Gol Normal
6624;12;Corinthians;Danilo Avelar;81;Gol Normal
6624;12;Corinthians;Mauro Boselli;67;Gol Normal
6624;12;Fortaleza;Manoel Messias Silva Carvalho;40;Gol Contra
6624;12;Corinthians;Pedrinho;71;Gol Normal
6627;13;Fluminense;Natanael Batista Pimenta;68;Gol Contra
6627;13;Internacional;Edenílson Andrade dos Santos;90+2;Gol Normal
6627;13;Fluminense;Yony González;58;Gol Normal
6626;13;Ceara;Thiago Galhardo;15;Gol Normal
6626;13;Ceara;Wanderson Felipe Cardoso dos Santos;18;Gol Normal
6626;13;Fortaleza;Paulo Roberto Valoura Junior;45+2;Penalty
6628;13;Santos;Eduardo Sasha;52;Gol Normal
6628;13;Santos;Carlos Andrés Sánchez;9;Gol Normal
6628;13;Santos;Yeferson Soteldo;68;Gol Normal
6628;13;Santos;Lucas Veríssimo;15;Gol Normal
6628;13;Santos;Yeferson Soteldo;81;Gol Normal
6628;13;Santos;Gustavo Henrique Vernes;37;Gol Normal
6628;13;Goias;Kayke Moreno;90+1;Gol Normal
6629;13;Botafogo-RJ;Alex Paulo Menezes Santana;19;Gol Normal
6629;13;Botafogo-RJ;Marcelo da Conceição Benevenuto Malaquias;50;Gol Normal
6630;13;Bahia;Gilberto Oliveira Souza Junior;45+6;Gol Normal
6630;13;Bahia;Gilberto Oliveira Souza Junior;20;Gol Normal
6630;13;Bahia;Gilberto Oliveira Souza Junior;31;Gol Normal
6631;13;Corinthians;Manoel Messias Silva Carvalho;13;Gol Normal
6631;13;Palmeiras;Felipe Melo;48;Gol Normal
6633;13;Atletico-MG;Nathan Allan de Souza;90+2;Gol Normal
6633;13;Atletico-MG;Vinícius;45+1;Gol Normal
6634;13;Chapecoense;Everaldo Stum;12;Gol Normal
6634;13;Gremio;Pedro Geromel;9;Gol Normal
6634;13;Chapecoense;Gustavo Campanharo;34;Gol Normal
6634;13;Gremio;Everton Sousa Soares;26;Gol Normal
6634;13;Chapecoense;Arthur Gomes;60;Gol Normal
6634;13;Gremio;Diego Tardelli;80;Gol Normal
6575;7;Corinthians;Júnior Urso;25;Gol Normal
6575;7;Corinthians;Mauro Boselli;87;Penalty
6636;14;Ceara;Thiago Galhardo;45+6;Gol Normal
6636;14;Ceara;Thiago Galhardo;61;Penalty
6636;14;Ceara;Thiago Galhardo;90;Gol Normal
6636;14;Ceara;Wanderson Felipe Cardoso dos Santos;57;Gol Normal
6636;14;Chapecoense;Renato Kayzer;89;Gol Normal
6637;14;Sao Paulo;Alexandre Pato;49;Gol Normal
6637;14;Santos;Raniel;86;Gol Contra
6637;14;Sao Paulo;Alexandre Pato;72;Gol Normal
6637;14;Sao Paulo;Reinaldo Manoel da Silva;57;Penalty
6637;14;Santos;Eduardo Sasha;44;Gol Normal
6638;14;Flamengo;Giorgian De Arrascaeta;50;Gol Normal
6638;14;Flamengo;Éverton Ribeiro;90+2;Gol Normal
6638;14;Gremio;Rafael Galhardo;45+6;Penalty
6638;14;Flamengo;Willian Arão;29;Gol Normal
6639;14;Fluminense;Nenê;88;Gol Normal
6639;14;Atletico-MG;Juan Cazares;42;Gol Normal
6639;14;Atletico-MG;Ricardo Oliveira;51;Gol Normal
6641;14;Bahia;Gilberto Oliveira Souza Junior;85;Penalty
6641;14;Palmeiras;Eduardo Pereira Rodrigues;13;Gol Normal
6641;14;Palmeiras;Eduardo Pereira Rodrigues;58;Gol Normal
6641;14;Bahia;Gilberto Oliveira Souza Junior;53;Penalty
6642;14;Cruzeiro;Pedro Rocha Neves;62;Gol Normal
6642;14;Cruzeiro;Luiz Ricardo Alves;90+3;Gol Normal
6642;14;Avai;Brenner Marlos Varanda de Oliveira;74;Penalty
6642;14;Avai;Pedro Castro;23;Gol Normal
6643;14;Botafogo-RJ;Luiz Fernando Moraes dos Santos;31;Gol Normal
6643;14;Botafogo-RJ;Diego Souza;77;Penalty
6643;14;Athletico-PR;Thonny Anderson;16;Gol Normal
6644;14;Vasco;Marcos Antônio Candido Ferreira Júnior;22;Gol Normal
6645;14;Fortaleza;Bruno Ferreira Melo;5;Gol Normal
6645;14;Fortaleza;Edinho;37;Gol Normal
6649;15;Athletico-PR;Marcelo Cirino da Silva;38;Gol Normal
6646;15;Corinthians;Everaldo;56;Gol Normal
6646;15;Corinthians;Mauro Boselli;42;Gol Normal
6647;15;Internacional;Wellington Alves da Silva;66;Gol Normal
6648;15;Flamengo;Gabriel Barbosa;51;Gol Normal
6648;15;Flamengo;Gabriel Barbosa;62;Gol Normal
6648;15;Vasco;Leandro Castán;58;Gol Normal
6648;15;Flamengo;Bruno Henrique;42;Gol Normal
6648;15;Flamengo;Giorgian De Arrascaeta;83;Penalty
6650;15;Palmeiras;Eduardo Pereira Rodrigues;14;Gol Normal
6650;15;Gremio;David Braz;88;Gol Normal
6651;15;CSA;Jonatan Gómez;79;Gol Normal
6654;15;Cruzeiro;Fred;44;Gol Normal
6654;15;Cruzeiro;Thiago Neves;47;Gol Normal
6653;15;Goias;Fábio Sanches;34;Gol Normal
6653;15;Bahia;Alejandro Guerra;71;Gol Normal
6652;15;Sao Paulo;Daniel Alves;40;Gol Normal
6655;15;Chapecoense;Everaldo Stum;73;Penalty
6635;13;Sao Paulo;Vitor Bueno;40;Gol Normal
6656;16;Bahia;Gilberto Oliveira Souza Junior;20;Gol Normal
6657;16;Gremio;Luan Guilherme de Jesus Vieira;4;Gol Normal
6657;16;Gremio;Thaciano;52;Gol Normal
6657;16;Athletico-PR;Rony;48;Gol Normal
6658;16;Goias;Rafael Vaz;90+6;Gol Normal
6658;16;Internacional;Guilherme Parede;12;Gol Normal
6658;16;Goias;Michael Richard Delgado de Oliveira;71;Gol Normal
6659;16;Vasco;Talles Magno;57;Gol Normal
6659;16;Vasco;Fellipe Bastos;81;Gol Normal
6660;16;Santos;Mário Sérgio Santos Costa;2;Gol Normal
6660;16;Fortaleza;Tinga;90+5;Gol Normal
6660;16;Santos;Jorge Marco de Oliveira Moraes;10;Gol Normal
6660;16;Fortaleza;Wellington Paulista;60;Penalty
6660;16;Santos;Eduardo Sasha;32;Gol Normal
6660;16;Fortaleza;Wellington Paulista;68;Gol Normal
6663;16;CSA;Apodi;90+4;Gol Normal
6663;16;Cruzeiro;Fred;11;Gol Normal
6661;16;Flamengo;Pablo Marí Villar;22;Gol Normal
6661;16;Flamengo;Gabriel Barbosa;35;Gol Normal
6661;16;Flamengo;Giorgian De Arrascaeta;90+7;Gol Normal
6662;16;Avai;Richard Franco;60;Gol Normal
6662;16;Corinthians;Vágner Love;77;Gol Normal
6667;17;Bahia;Arthur Caike do Nascimento Cruz;86;Gol Normal
6669;17;Athletico-PR;Nikão;45+4;Gol Normal
6668;17;Santos;Gum;39;Gol Contra
6670;17;Botafogo-RJ;Diego Souza;62;Gol Normal
6670;17;Internacional;Rodrigo Lindoso;44;Gol Normal
6670;17;Botafogo-RJ;Márcio Almeida de Oliveira;90+5;Gol Normal
6670;17;Internacional;Edenílson Andrade dos Santos;53;Gol Normal
6670;17;Internacional;Nicolás Federico López;83;Gol Normal
6671;17;Flamengo;Gabriel Barbosa;11;Gol Normal
6671;17;Flamengo;Gabriel Barbosa;61;Penalty
6671;17;Flamengo;Giorgian De Arrascaeta;38;Gol Normal
6672;17;Fortaleza;Juan Quintero Fletcher;25;Gol Normal
6672;17;Fortaleza;Osvaldo Filho;59;Gol Normal
6673;17;Cruzeiro;Maurício;80;Gol Normal
6674;17;Corinthians;Gustavo;89;Gol Normal
6675;17;Avai;João Paulo;87;Penalty
6677;18;Ceara;Leandro Carvalho;90+2;Gol Normal
6677;18;Corinthians;Vágner Love;37;Gol Normal
6677;18;Corinthians;João Lucas Cardoso;23;Gol Contra
6677;18;Ceara;Thiago Galhardo;59;Gol Normal
6676;18;Bahia;Nino Paraíba;56;Gol Normal
6676;18;Bahia;Gilberto Oliveira Souza Junior;61;Gol Normal
6678;18;Flamengo;Gabriel Barbosa;11;Gol Normal
6678;18;Flamengo;Pablo Marí Villar;32;Gol Normal
6678;18;Flamengo;Reinier;53;Gol Normal
6679;18;Fluminense;João Pedro;86;Gol Normal
6680;18;Internacional;Rafael Sóbis;77;Penalty
6681;18;Goias;Rafael Vaz;20;Gol Normal
6681;18;Palmeiras;Willian Gomes de Siqueira;81;Gol Normal
6681;18;Palmeiras;Gustavo Scarpa;90+11;Gol Normal
6682;18;Gremio;Diego Tardelli;18;Gol Normal
6682;18;Gremio;Alisson Euler de Freitas Castro;28;Gol Normal
6682;18;Cruzeiro;Fred;37;Penalty
6682;18;Gremio;Everton Sousa Soares;64;Gol Normal
6682;18;Gremio;Everton Sousa Soares;77;Gol Normal
6683;18;Athletico-PR;Braian Romero;42;Gol Normal
6683;18;Santos;Carlos Andrés Sánchez;90+1;Penalty
6684;18;Botafogo-RJ;Alex Paulo Menezes Santana;66;Gol Normal
6684;18;Atletico-MG;Franco Di Santo;90+3;Gol Normal
6684;18;Botafogo-RJ;Diego Souza;45;Penalty
6685;18;CSA;Jonatan Gómez;90+4;Gol Normal
6685;18;CSA;Alecsandro;40;Gol Normal
6665;16;Palmeiras;Luiz Adriano;9;Gol Normal
6665;16;Palmeiras;Luiz Adriano;58;Gol Normal
6665;16;Palmeiras;Luiz Adriano;63;Gol Normal
6686;19;Flamengo;Gabriel Barbosa;44;Gol Normal
6687;19;Vasco;Talles Magno;75;Gol Normal
6687;19;Chapecoense;Arthur Gomes;73;Gol Normal
6687;19;Vasco;Ribamar;45+2;Gol Normal
6688;19;Palmeiras;Bruno Henrique Corsini;45+1;Gol Normal
6691;19;Internacional;William Pottker;29;Gol Normal
6691;19;Internacional;William Pottker;64;Gol Normal
6691;19;Internacional;Neilton Mestzk;53;Gol Normal
6691;19;Atletico-MG;Bruninho;88;Gol Normal
6690;19;Avai;Jonathan;14;Gol Normal
6693;19;Gremio;Jean Pyerre;29;Gol Normal
6693;19;Gremio;Everton Sousa Soares;32;Gol Normal
6693;19;Gremio;Alisson Euler de Freitas Castro;45;Gol Normal
6694;19;Fluminense;Paulo Henrique Ganso;40;Gol Normal
6692;19;Bahia;Gilberto Oliveira Souza Junior;14;Penalty
6692;19;Fortaleza;Felipe Pires;10;Gol Normal
6695;19;Sao Paulo;Reinaldo Manoel da Silva;87;Gol Normal
6695;19;CSA;Héctor Bustamante;55;Gol Normal
6696;20;Sao Paulo;Pablo Felipe Teixeira;90+2;Gol Normal
6696;20;Botafogo-RJ;João Paulo;45+1;Gol Normal
6696;20;Sao Paulo;Hernanes;37;Gol Normal
6697;20;Flamengo;Gabriel Barbosa;7;Gol Normal
6697;20;Cruzeiro;Thiago Neves;38;Penalty
6697;20;Flamengo;Giorgian De Arrascaeta;67;Gol Normal
6698;20;Corinthians;Vágner Love;44;Penalty
6698;20;Corinthians;Clayson Henrique da Silva Vieira;75;Gol Normal
6698;20;Bahia;Gilberto Oliveira Souza Junior;64;Penalty
6699;20;Gremio;Luan Guilherme de Jesus Vieira;55;Gol Normal
6699;20;Gremio;Pepê;87;Gol Normal
6699;20;Gremio;Everton Sousa Soares;90+3;Gol Normal
6700;20;Internacional;Rodrigo Lindoso;86;Gol Normal
6703;20;Vasco;Danilo Barcelos;69;Penalty
6703;20;Athletico-PR;Madson;49;Gol Normal
6701;20;Palmeiras;Willian Gomes de Siqueira;48;Gol Normal
6702;20;CSA;Carlos Andrade Souza;64;Gol Normal
6704;20;Goias;Rafael Vaz;66;Gol Normal
6704;20;Goias;Yago Rocha;89;Gol Normal
6704;20;Goias;Michael Richard Delgado de Oliveira;12;Gol Normal
6705;20;Avai;Jonathan;27;Gol Normal
6707;21;Bahia;José Élber Pimentel da Silva;63;Gol Normal
6707;21;Bahia;Artur Victor Guimarães;24;Gol Normal
6708;21;Flamengo;Giorgian De Arrascaeta;56;Gol Normal
6708;21;Flamengo;Gabriel Barbosa;20;Penalty
6708;21;Flamengo;Bruno Henrique;74;Gol Normal
6708;21;Internacional;Edenílson Andrade dos Santos;49;Gol Normal
6709;21;Goias;Leandro Barcia Montero;16;Gol Normal
6710;21;Palmeiras;Bruno Henrique Corsini;29;Gol Normal
6710;21;CSA;Ricardo Bueno;88;Gol Normal
6710;21;Palmeiras;Luiz Adriano;6;Gol Normal
6710;21;Palmeiras;Bruno Henrique Corsini;83;Gol Normal
6710;21;Palmeiras;Luiz Adriano;75;Gol Normal
6710;21;Palmeiras;Gustavo Gómez;45+2;Gol Normal
6710;21;Palmeiras;Willian Gomes de Siqueira;11;Gol Normal
6710;21;CSA;Apodi;52;Gol Normal
6711;21;Fluminense;Lucas Veríssimo;45+3;Gol Contra
6711;21;Santos;Yeferson Soteldo;40;Gol Normal
6712;21;Gremio;Luan Guilherme de Jesus Vieira;38;Gol Normal
6712;21;Avai;Geirton Marques Aires;86;Gol Normal
6712;21;Gremio;Luciano da Rocha Neves;45+1;Gol Normal
6712;21;Gremio;Diego Tardelli;4;Gol Normal
6712;21;Gremio;Bruno Cortês;64;Gol Normal
6712;21;Gremio;David Braz;14;Gol Normal
6712;21;Gremio;André Felipe Ribeiro de Souza;70;Gol Normal
6713;21;Athletico-PR;Marcelo Cirino da Silva;90+4;Gol Normal
6713;21;Athletico-PR;Marco Ruben;32;Gol Normal
6713;21;Athletico-PR;Nikão;45+3;Gol Normal
6713;21;Fortaleza;Wellington Paulista;11;Penalty
6713;21;Athletico-PR;Léo Cittadini;61;Gol Normal
6717;22;Corinthians;Ralf de Souza Teles;59;Gol Normal
6721;22;Chapecoense;Arthur Gomes;31;Gol Normal
6721;22;Athletico-PR;Nikão;57;Gol Normal
6718;22;Santos;Carlos Andrés Sánchez;35;Penalty
6718;22;Santos;Eduardo Sasha;57;Gol Normal
6719;22;Internacional;Patrick;28;Gol Normal
6719;22;Palmeiras;Willian Gomes de Siqueira;58;Gol Normal
6720;22;Fluminense;Nenê;7;Gol Normal
6720;22;Fluminense;Caio Henrique;50;Gol Normal
6720;22;Gremio;Patrick;75;Gol Normal
6722;22;Atletico-MG;Rómulo Otero;54;Gol Normal
6722;22;Ceara;Thiago Galhardo;43;Penalty
6722;22;Atletico-MG;Luan Madson Gedeão de Paiva;81;Gol Normal
6723;22;Bahia;Nino Paraíba;27;Gol Normal
6723;22;Bahia;José Élber Pimentel da Silva;25;Gol Normal
6724;22;Fortaleza;Marcelo da Conceição Benevenuto Malaquias;61;Gol Contra
6725;22;Goias;Alan Ruschel;62;Gol Normal
6714;21;Atletico-MG;Rómulo Otero;60;Gol Normal
6714;21;Vasco;Marcos Antônio Candido Ferreira Júnior;90+4;Gol Normal
6714;21;Vasco;Rossicley Pereira da Silva;67;Penalty
6715;21;Corinthians;Danilo Avelar;63;Gol Normal
6726;23;Santos;Tailson Pinto Gonçalves;50;Gol Normal
6727;23;Sao Paulo;Igor Gomes;79;Gol Normal
6727;23;Fortaleza;Wellington Paulista;39;Penalty
6727;23;Sao Paulo;Pablo Felipe Teixeira;14;Gol Normal
6729;23;Bahia;José Fernando Viana de Santana;76;Gol Normal
6729;23;Athletico-PR;Marcelo Cirino da Silva;57;Gol Normal
6729;23;Athletico-PR;Léo Cittadini;65;Gol Normal
6730;23;Internacional;Gustavo Nonato Santana;10;Gol Normal
6730;23;Cruzeiro;Fred;63;Penalty
6731;23;Flamengo;Bruno Henrique;35;Gol Normal
6733;23;Atletico-MG;Nathan Allan de Souza;45+3;Gol Normal
6733;23;Palmeiras;Eduardo Pereira Rodrigues;83;Gol Normal
6734;23;Fluminense;Yony González;35;Gol Normal
6732;23;Goias;Michael Richard Delgado de Oliveira;27;Gol Normal
6735;23;Avai;Jonathan;48;Gol Normal
6735;23;CSA;Jonatan Gómez;71;Penalty
6735;23;CSA;Ricardo Bueno;14;Gol Normal
6735;23;CSA;Apodi;90+5;Gol Normal
6737;24;Botafogo-RJ;Gabriel Costa França;32;Gol Normal
6737;24;Goias;Marcelo da Conceição Benevenuto Malaquias;77;Gol Contra
6737;24;Botafogo-RJ;João Paulo;65;Gol Normal
6737;24;Botafogo-RJ;Leonardo Valencia;81;Gol Normal
6736;24;CSA;Jonatan Gómez;66;Penalty
6738;24;Fortaleza;Wellington Paulista;81;Gol Normal
6738;24;Fortaleza;Wellington Paulista;50;Penalty
6740;24;Gremio;Pedro Geromel;35;Gol Normal
6740;24;Ceara;Fabinho;44;Gol Normal
6740;24;Gremio;Maicon;42;Penalty
6742;24;Santos;Mário Sérgio Santos Costa;17;Gol Normal
6742;24;Santos;Gustavo Henrique Vernes;14;Gol Normal
6743;24;Athletico-PR;Erick Luis Conrado Carvalho;32;Gol Normal
6743;24;Corinthians;Carlos Gilberto do Nascimento Silva;16;Gol Normal
6743;24;Corinthians;Mauro Boselli;45+3;Gol Normal
6743;24;Athletico-PR;Léo Cittadini;24;Gol Normal
6745;24;Atletico-MG;Nathan Allan de Souza;51;Gol Normal
6745;24;Flamengo;Willian Arão;37;Gol Normal
6745;24;Flamengo;Victor Vinícius Coelho Santos;61;Gol Normal
6745;24;Flamengo;Reinier;76;Gol Normal
6746;25;Goias;Michael Richard Delgado de Oliveira;44;Gol Normal
6747;25;Fluminense;Nenê;20;Penalty
6747;25;Fluminense;Daniel Sampaio Simões;45;Gol Normal
6748;25;Palmeiras;Thiago dos Santos;15;Gol Normal
6750;25;Flamengo;Bruno Henrique;45;Gol Normal
6750;25;Flamengo;Bruno Henrique;90+1;Gol Normal
6752;25;Vasco;Yago Pikachu;68;Penalty
6751;25;Ceara;Bérgson Gustavo Silveira da Silva;90;Gol Normal
6753;25;Sao Paulo;Reinaldo Manoel da Silva;66;Penalty
6754;25;Gremio;Pepê;47;Gol Normal
6754;25;Gremio;Maicon;44;Penalty
6754;25;Gremio;Alisson Euler de Freitas Castro;90+4;Gol Normal
6754;25;Gremio;Rafael Galhardo;34;Gol Normal
6754;25;Atletico-MG;Franco Di Santo;45+4;Penalty
6755;25;Chapecoense;Camilo;90+5;Gol Normal
6755;25;Cruzeiro;Dedé;4;Gol Normal
6756;26;CSA;Alecsandro;34;Gol Normal
6756;26;Atletico-MG;Réver;69;Gol Normal
6756;26;CSA;Jonatan Gómez;89;Penalty
6756;26;Atletico-MG;Luan Madson Gedeão de Paiva;85;Gol Normal
6757;26;Bahia;Arthur Caike do Nascimento Cruz;90+1;Penalty
6758;26;Flamengo;Gabriel Barbosa;83;Penalty
6758;26;Flamengo;Reinier;90;Gol Normal
6758;26;Fortaleza;Bruno Ferreira Melo;61;Penalty
6759;26;Cruzeiro;Thiago Neves;58;Gol Normal
6760;26;Palmeiras;Felipe Melo;90+9;Gol Normal
6762;26;Vasco;Bruno Gomes;8;Gol Normal
6762;26;Vasco;Ribamar;18;Gol Normal
6762;26;Botafogo-RJ;Marcelo da Conceição Benevenuto Malaquias;22;Gol Normal
6761;26;Corinthians;Janderson;11;Gol Normal
6761;26;Corinthians;Gustavo;90+7;Penalty
6761;26;Goias;Michael Richard Delgado de Oliveira;37;Gol Normal
6761;26;Goias;Leandro Barcia Montero;71;Gol Normal
6765;26;Fluminense;Frazan;4;Gol Normal
6765;26;Athletico-PR;Madson;45+3;Gol Normal
6765;26;Athletico-PR;Madson;71;Gol Normal
6764;26;Ceara;Lima;18;Gol Normal
6764;26;Santos;Eduardo Sasha;56;Gol Normal
6764;26;Santos;Gustavo Henrique Vernes;84;Gol Normal
6763;26;Internacional;Patrick;22;Gol Normal
6763;26;Internacional;Martín Sarrafiore;85;Gol Normal
6766;27;Fortaleza;Wellington Paulista;35;Gol Normal
6766;27;Fortaleza;Osvaldo Filho;41;Gol Normal
6766;27;Gremio;Paulo Miranda;10;Gol Normal
6767;27;Cruzeiro;Éderson;71;Gol Normal
6767;27;Cruzeiro;Fred;38;Penalty
6767;27;Corinthians;Fagner;34;Gol Normal
6768;27;Vasco;Marrony;53;Gol Normal
6769;27;Sao Paulo;Robert Arboleda;51;Gol Normal
6770;27;Atletico-MG;Leonardo Silva;22;Gol Normal
6770;27;Atletico-MG;Luan Madson Gedeão de Paiva;2;Gol Normal
6771;27;Flamengo;Bruno Henrique;4;Gol Normal
6771;27;Flamengo;Gerson Santos da Silva;66;Gol Normal
6772;27;Goias;Rafael Diniz Alves e Silva;49;Gol Normal
6772;27;Goias;Rafael Vaz;85;Gol Normal
6772;27;Chapecoense;Everaldo Stum;23;Gol Normal
6772;27;Chapecoense;Henrique Almeida;30;Penalty
6773;27;Athletico-PR;Marcelo Cirino da Silva;7;Gol Normal
6773;27;Palmeiras;Deyverson;41;Gol Normal
6774;27;Bahia;Artur Victor Guimarães;76;Gol Normal
6774;27;Ceara;Luiz Otávio;86;Gol Normal
6774;27;Ceara;Luiz Otávio;90+4;Gol Normal
6775;27;CSA;Ricardo Bueno;67;Penalty
6775;27;Botafogo-RJ;Luciano Castán;16;Gol Contra
6775;27;Botafogo-RJ;Igor Cássio;69;Gol Normal
6780;28;Cruzeiro;Luis Manuel Orejuela;80;Gol Normal
6780;28;Fortaleza;Wellington Paulista;83;Gol Normal
6777;28;Ceara;Bérgson Gustavo Silveira da Silva;81;Gol Normal
6777;28;Vasco;Rossicley Pereira da Silva;18;Gol Normal
6778;28;Internacional;Paolo Guerrero;50;Gol Normal
6778;28;Internacional;Paolo Guerrero;74;Gol Normal
6778;28;Bahia;Artur Victor Guimarães;71;Gol Normal
6778;28;Internacional;Guilherme Parede;53;Gol Normal
6778;28;Bahia;José Carlos Ferreira Júnior;86;Gol Normal
6779;28;Chapecoense;Everaldo Stum;27;Gol Normal
6779;28;Fluminense;Marcos Paulo Costa do Nascimento;52;Gol Normal
6781;28;Athletico-PR;Rony;54;Gol Normal
6781;28;Athletico-PR;Adriano Correia Claro;62;Gol Normal
6781;28;Athletico-PR;Marco Ruben;90+4;Gol Normal
6781;28;Athletico-PR;Léo Pereira;48;Gol Normal
6781;28;Goias;Rafael Moura;45+1;Gol Normal
6782;28;Gremio;Maicon;12;Gol Normal
6782;28;Gremio;Thaciano;71;Gol Normal
6782;28;Gremio;Everton Sousa Soares;80;Gol Normal
6783;28;Sao Paulo;Vitor Bueno;57;Gol Normal
6783;28;Sao Paulo;Igor Gomes;51;Gol Normal
6784;28;Palmeiras;Deyverson;54;Gol Normal
6784;28;Avai;João Paulo;79;Penalty
6784;28;Palmeiras;Gustavo Scarpa;86;Penalty
6785;28;Flamengo;Giorgian De Arrascaeta;9;Gol Normal
6786;29;Palmeiras;Felipe Melo;42;Gol Normal
6786;29;Palmeiras;Gustavo Scarpa;57;Gol Normal
6786;29;Palmeiras;Bruno Henrique Corsini;12;Gol Normal
